statename,stateabb,year,imports,exports
Azerbaijan,AZE,2008,7169.682896,47756.03979
Finland,FIN,2008,92107.5553,96836.5876
Sweden,SWD,2008,169063.7909,183981.5353
Norway,NOR,2008,90293.21572,171764.3352
Denmark,DEN,2008,109456.8506,117120.0513
Iceland,ICE,2008,6204.93905,5382.467724
Cape Verde,CAP,2008,,
Sao Tome and Principe,STP,2008,106.6437484,6.565118867
Guinea-Bissau,GNB,2008,286.3781701,139.323038
Equatorial Guinea,EQG,2008,1736.013945,14567.92123
Gambia,GAM,2008,860.4075291,50.9113357
Mali,MLI,2008,3183.345866,227.1185899
Senegal,SEN,2008,5659.135747,1995.524172
Benin,BEN,2008,6998.509086,637.6131001
Mauritania,MAA,2008,2288.971946,2355.784667
Niger,NIR,2008,1694.439831,276.4143829
Ivory Coast,CDI,2008,7903.404324,9858.227595
Guinea,GUI,2008,3799.734272,1876.996462
Burkina Faso,BFO,2008,2016.130425,474.4879551
Liberia,LBR,2008,11774.40654,1000.849848
Sierra Leone,SIE,2008,861.5538638,272.836903
Ghana,GHA,2008,12230.19122,4420.241932
Togo,TOG,2008,957.6847535,688.2906339
Cameroon,CAO,2008,4350.959552,5677.28879
Nigeria,NIG,2008,54450.514,86985.30754
Gabon,GAB,2008,2852.475414,8046.877078
Central African Republic,CEN,2008,493.3336153,147.7997069
Chad,CHA,2008,954.5641601,3582.973032
Congo,CON,2008,3680.28427,11057.09975
Democratic Republic of the Congo,DRC,2008,4369.615301,3436.465958
Uganda,UGA,2008,4525.785578,1722.195452
Kenya,KEN,2008,11622.15416,5218.462085
Tanzania,TAZ,2008,7687.268644,2028.152507
Burundi,BUI,2008,402.9566448,69.64817276
Rwanda,RWA,2008,1147.674617,398.0925157
Somalia,SOM,2008,1317.074793,438.5803681
Djibouti,DJI,2008,2538.679008,436.2927005
Ethiopia,ETH,2008,7093.050834,1360.92545
Angola,ANG,2008,21485.43968,62020.72112
Mozambique,MZM,2008,4007.766963,2653.2595
Zambia,ZAM,2008,4932.541286,4914.395715
Zimbabwe,ZIM,2008,3400.204238,2422.971252
Malawi,MAW,2008,1297.201112,761.430401
South Africa,SAF,2008,99560.37226,73007.52037
Namibia,NAM,2008,,1820.475115
Lesotho,LES,2008,,670.9306778
Botswana,BOT,2008,,1917.150438
Swaziland,SWA,2008,,929.1605227
Madagascar,MAG,2008,4145.167685,1348.383736
Comoros,COM,2008,226.1617488,30.56619641
Mauritius,MAS,2008,4645.045021,2074.137711
Seychelles,SEY,2008,1366.234187,372.3093453
Morocco,MOR,2008,40628.11891,18915.17867
Algeria,ALG,2008,39364.41405,79279.75111
Tunisia,TUN,2008,24541.98378,18627.80943
Libya,LIB,2008,19789.12421,61594.41978
Sudan,SUD,2008,9332.468,11670.502
Iran,IRN,2008,58342.94537,119674.4571
Turkey,TUR,2008,201963.585,132027.1956
Iraq,IRQ,2008,21934.7222,56942.28257
Egypt,EGY,2008,52426.61031,26082.04606
Syria,SYR,2008,27514.41879,15324.91741
Lebanon,LEB,2008,16136.64969,3429.004044
Jordan,JOR,2008,16994.80795,6243.434932
Israel,ISR,2008,65154.9,61368
Saudi Arabia,SAU,2008,113949.4705,303520.9727
Yemen,YEM,2008,11113.86521,9541.451054
Kuwait,KUW,2008,25861.9229,78944.32446
Bahrain,BAH,2008,11928.84001,28836.04449
Qatar,QAT,2008,27900.07874,67307.21021
United Arab Emirates,UAE,2008,206537.8967,195799.8022
Oman,OMA,2008,22924.70614,37719.0809
Afghanistan,AFG,2008,6174.521943,478.7346235
Turkmenistan,TKM,2008,5514.138627,10271.10058
Tajikistan,TAJ,2008,3266.7983,1443.7556
Kyrgyzstan,KYR,2008,4071.495,1617.554
Uzbekistan,UZB,2008,10125.26723,7510.940611
Kazakhstan,KZK,2008,37927.09084,71200.86587
China,CHN,2008,1526169.625,1793848
Mongolia,MON,2008,3232.0495,2534.4664
Taiwan,TAW,2008,,320824.2693
North Korea,PRK,2008,6709.171566,1953.723271
South Korea,ROK,2008,435274.045,421997.891
Japan,JPN,2008,762590.1952,782048.5944
India,IND,2008,281465.5106,177698.396
Pakistan,PAK,2008,46426.87804,21716.80647
Bangladesh,BNG,2008,23841.34024,13627.57591
Myanmar,MYA,2008,6976.486495,6277.013405
Sri Lanka,SRI,2008,13854.58987,8968.372863
Maldives,MAD,2008,1399.921128,179.1228441
Nepal,NEP,2008,3557.08,893.08
Thailand,THI,2008,179167.8958,175897.4125
Cambodia,CAM,2008,4417.007273,4358.537841
Laos,LAO,2008,2836.834688,1600.660847
Vietnam,DRV,2008,80713.8,62685.1
Malaysia,MAL,2008,156895.5697,199514.6618
Singapore,SIN,2008,319747.3165,338345.5605
Brunei,BRU,2008,2621.7077,10226.22796
Philippines,PHI,2008,60419.66916,49077.54051
Indonesia,INS,2008,129244.0295,137020.0602
Australia,AUL,2008,210133.912,185608.4245
Papua New Guinea,PNG,2008,3495.608315,9093.598243
New Zealand,NEW,2008,34202.05852,30537.30626
Vanuatu,VAN,2008,441.5678774,504.2015466
Solomon Islands,SOL,2008,350.1288795,378.5045717
Kiribati,KIR,2008,,30.39007949
Tuvalu,TUV,2008,,3.062077244
Fiji,FIJ,2008,1897.259739,1134.869978
Tonga,TON,2008,161.7668558,18.28696524
Nauru,NAU,2008,,159.0736114
Samoa,WSM,2008,374.7162584,153.2541123
