statename,stateabb,year,imports,exports
Israel,ISR,1999,31095.4,25793.2
Saudi Arabia,SAU,1999,28031.67797,48891.39755
Yemen,YEM,1999,2008.43023,2440.368997
Kuwait,KUW,1999,7615.617251,12729.24692
Bahrain,BAH,1999,3428.918165,6547.515483
Qatar,QAT,1999,2499.56044,6220.73312
United Arab Emirates,UAE,1999,35746.22898,28097.77871
Oman,OMA,1999,4674.333752,7094.307651
Afghanistan,AFG,1999,490.3072563,122.7521383
Turkmenistan,TKM,1999,1478.3,1187.06
Tajikistan,TAJ,1999,663.0146,688.6796
Kyrgyzstan,KYR,1999,610.5,454
Uzbekistan,UZB,1999,2481.213544,1962.723968
Kazakhstan,KZK,1999,3686.5,5598
China,CHN,1999,347392.4688,370912.0313
Mongolia,MON,1999,512.75,358.29
Taiwan,TAW,1999,,137077.6202
North Korea,PRK,1999,1223.860497,784.085072
South Korea,ROK,1999,119740.8,143918.4
Japan,JPN,1999,310774.4284,419455.7054
India,IND,1999,47900.5,35921.625
Bhutan,BHU,1999,,
Pakistan,PAK,1999,10297.65433,8443.742892
Bangladesh,BNG,1999,8352.443082,4520.113779
Myanmar,MYA,1999,2527.68705,1393.304153
Sri Lanka,SRI,1999,6255.21779,4621.82585
Maldives,MAD,1999,402.1595582,63.95131691
Nepal,NEP,1999,1199.614366,575.6260986
Thailand,THI,1999,50350.05703,58491.91484
Cambodia,CAM,1999,1242.97,1040.06
Laos,LAO,1999,808.8774433,462.5287083
Vietnam,DRV,1999,11742.086,11541.366
Malaysia,MAL,1999,65501.64882,84550.95778
Singapore,SIN,1999,111073.8279,114754.1656
Brunei,BRU,1999,1327.850582,2551.77316
Philippines,PHI,1999,30752.98638,35486.62027
Indonesia,INS,1999,24003.28221,48665.24974
Australia,AUL,1999,71931.85121,56244.20581
Papua New Guinea,PNG,1999,1261.241711,2791.162352
New Zealand,NEW,1999,14372.95748,12258.90482
Vanuatu,VAN,1999,195.5629739,90.82110251
Solomon Islands,SOL,1999,178.0181547,166.2694927
Kiribati,KIR,1999,,10.58012564
Tuvalu,TUV,1999,,1.461119785
Fiji,FIJ,1999,991.223761,715.7227139
Tonga,TON,1999,72.83155899,12.49709584
Nauru,NAU,1999,,41.14633975
Marshall Islands,MSI,1999,,
Palau,PAL,1999,,
Federated States of Micronesia,FSM,1999,,
Samoa,WSM,1999,161.6388511,64.79189227
