country,id,year,imports,exports
South Africa,ZAF,1994,,19241.12245
Namibia,NAM,1994,,573.3524956
Lesotho,LSO,1994,,94.25110702
Botswana,BWA,1994,,256.3757471
Swaziland,SWZ,1994,,357.2050035
Madagascar,MDG,1994,442.3920949,296.0080284
Comoros,COM,1994,108.6691662,18.08081178
Mauritius,MUS,1994,1922.455184,1314.672492
Seychelles,SYC,1994,206.2557792,23.83216674
Morocco,MAR,1994,8063.374558,4227.380724
Algeria,DZA,1994,9570.628,8591.748
Tunisia,TUN,1994,6571.373258,4642.213096
Libya,LBY,1994,4322.722658,7864.957442
Sudan,SDN,1994,1151.644433,473.9219352
Iran,IRN,1994,11795,19434
Turkey,TUR,1994,23390.2,18284.501
Iraq,IRQ,1994,498.6608957,383.5694436
Egypt,EGY,1994,9451.599,3447.51
Syria,SYR,1994,5251.269881,3314.064532
Lebanon,LBN,1994,5539.374812,640.0675481
Jordan,JOR,1994,3428.356396,1150.694094
Israel,ISR,1994,23729.1,16439.8
Saudi Arabia,SAU,1994,23343.58825,42614.12096
Yemen,YEM,1994,2093.571857,933.8660283
Kuwait,KWT,1994,6726.413178,9575.711107
Bahrain,BHR,1994,3761.75669,3452.131567
Qatar,QAT,1994,1945.727473,3186.324758
United Arab Emirates,ARE,1994,21024,21534.1976
Oman,OMN,1994,3915.010082,5418.967764
Afghanistan,AFG,1994,390.8422878,104.6038069
Turkmenistan,TKM,1994,903.5329039,1163.209895
Tajikistan,TJK,1994,546.9891,491.9036
Kyrgyzstan,KGZ,1994,316.41,339.17
Uzbekistan,UZB,1994,2454.927,1990.840041
Kazakhstan,KAZ,1994,3284.7,3231.5
China,CHN,1994,115706.268,120865.752
Mongolia,MNG,1994,258.4,356.1
Taiwan,TWN,1994,,106835.5492
North Korea,PRK,1994,1262.078426,846.8415295
South Korea,KOR,1994,102348,101362.499
Japan,JPN,1994,274322.448,395291.347
India,IND,1994,25485.76855,24193.37566
Bhutan,BTN,1994,,
Pakistan,PAK,1994,8884.515841,7331.69338
Bangladesh,BGD,1994,4583.959904,2649.708023
Myanmar,MMR,1994,1538.223375,939.7519431
Sri Lanka,LKA,1994,4232,3199
Maldives,MDV,1994,221.716852,47.86606
Nepal,NPL,1994,634.0502052,351.3714093
Thailand,THA,1994,55092.01502,46121.82008
Cambodia,KHM,1994,1151.535194,242.9976097
Laos,LAO,1994,564.1,300.4
Vietnam,VNM,1994,5825.806,4054.266
Malaysia,MYS,1994,59562.20338,58747.77352
Singapore,SGP,1994,102641.5251,96887.93901
Brunei,BRN,1994,2760.29,3290.36
Philippines,PHL,1994,22544.341,13441.362
Indonesia,IDN,1994,32013.048,40069.354
Australia,AUS,1994,55089.82989,47484.42177
Papua New Guinea,PNG,1994,1549.977429,3015.866547
New Zealand,NZL,1994,11935.28965,11986.50452
Vanuatu,VUT,1994,150.6339697,27.83240582
Solomon Islands,SLB,1994,133.7635761,162.1924537
Kiribati,KIR,1994,,11.37198627
Tuvalu,TUV,1994,,1.799163497
Fiji,FJI,1994,850.1150336,546.7402032
Tonga,TON,1994,69.2752537,14.31683084
Nauru,NRU,1994,,35.00760105
Marshall Islands,MHL,1994,,
Palau,PLW,1994,,
Federated States of Micronesia,FSM,1994,,
Samoa,WSM,1994,80.45234249,3.976921302
